Using ParallelNet
  Braid: Max. iterations reached.

  Braid: Max. iterations reached.

TIME FORWARD:  2.14e+00
TIME BACKWARD: 4.79e+00

   *** Proc = 0        ***
        timer       ||      count       |      total       |       mean       |      stdev       |
  BckWD::access     ||        32        |    1.6346e-04    |    5.1081e-06    |    1.1277e-06    |
  BckWD::bufpack    ||        11        |    9.2530e-03    |    8.4118e-04    |    5.2460e-04    |
  BckWD::bufsize    ||        22        |    2.7338e-04    |    1.2426e-05    |    5.6322e-06    |
  BckWD::bufunpack  ||        11        |    1.4827e-02    |    1.3479e-03    |    3.3442e-04    |
  BckWD::clone      ||       116        |    9.2970e-02    |    8.0146e-04    |    4.0279e-04    |
  BckWD::free       ||       127        |    4.4207e-02    |    3.4809e-04    |    6.0047e-04    |
  BckWD::init       ||        8         |    8.2141e-03    |    1.0268e-03    |    2.7400e-04    |
  BckWD::norm       ||        16        |    1.2645e-02    |    7.9032e-04    |    8.5290e-05    |
  BckWD::step       ||       148        |    2.5546e+00    |    1.7261e-02    |    4.1800e-03    |
  BckWD::sum        ||       148        |    1.0410e-01    |    7.0338e-04    |    3.0354e-04    |
  ForWD::access     ||        32        |    9.7952e-05    |    3.0610e-06    |    1.5894e-06    |
  ForWD::bufpack    ||        13        |    1.4573e-02    |    1.1210e-03    |    4.4906e-04    |
  ForWD::bufsize    ||        26        |    3.3119e-04    |    1.2738e-05    |    9.7128e-06    |
  ForWD::bufunpack  ||        13        |    1.5610e-02    |    1.2008e-03    |    5.0491e-04    |
  ForWD::clone      ||       225        |    1.7243e-01    |    7.6634e-04    |    4.5167e-04    |
  ForWD::free       ||       214        |    1.5717e-02    |    7.3445e-05    |    2.7182e-04    |
  ForWD::getUVector ||       148        |    1.9553e-03    |    1.3211e-05    |    4.5971e-06    |
  ForWD::init       ||        8         |    1.2595e-02    |    1.5743e-03    |    8.6156e-04    |
  ForWD::norm       ||        16        |    1.1516e-02    |    7.1977e-04    |    9.6856e-05    |
  ForWD::runBraid   ||        1         |    2.1264e+00    |    2.1264e+00    |    0.0000e+00    |
  ForWD::step       ||       140        |    9.9763e-01    |    7.1259e-03    |    1.7494e-03    |
  ForWD::sum        ||       148        |    1.1458e-01    |    7.7418e-04    |    3.3908e-04    |

   *** Proc = 14       ***
        timer       ||      count       |      total       |       mean       |      stdev       |
======================================================
  BckWD::access     ||        32        |    1.1637e-04    |    3.6366e-06    |    6.7326e-07    |
  BckWD::bufpack    ||        11        |    8.7374e-03    |    7.9431e-04    |    5.0745e-04    |
  BckWD::bufsize    ||        22        |    2.4636e-04    |    1.1198e-05    |    5.2588e-06    |
  BckWD::bufunpack  ||        11        |    1.6394e-02    |    1.4904e-03    |    4.1477e-04    |
  BckWD::clone      ||       116        |    8.9708e-02    |    7.7335e-04    |    3.6993e-04    |
  BckWD::free       ||       127        |    3.9027e-02    |    3.0730e-04    |    5.3868e-04    |
  BckWD::init       ||        8         |    8.2091e-03    |    1.0261e-03    |    1.9155e-04    |
  BckWD::norm       ||        16        |    1.1751e-02    |    7.3443e-04    |    9.1627e-05    |
  BckWD::step       ||       148        |    2.4768e+00    |    1.6735e-02    |    5.1454e-03    |
  BckWD::sum        ||       148        |    1.0628e-01    |    7.1814e-04    |    3.3911e-04    |
  ForWD::access     ||        32        |    6.3326e-05    |    1.9789e-06    |    1.0995e-06    |
  ForWD::bufpack    ||        13        |    1.4224e-02    |    1.0942e-03    |    5.0086e-04    |
  ForWD::bufsize    ||        26        |    3.2409e-04    |    1.2465e-05    |    8.5856e-06    |
  ForWD::bufunpack  ||        13        |    1.7188e-02    |    1.3222e-03    |    6.4308e-04    |
  ForWD::clone      ||       225        |    1.6111e-01    |    7.1605e-04    |    4.1968e-04    |
  ForWD::free       ||       214        |    1.5326e-02    |    7.1618e-05    |    2.6813e-04    |
  ForWD::getUVector ||       148        |    1.6957e-03    |    1.1457e-05    |    4.1687e-06    |
  ForWD::init       ||        8         |    1.2398e-02    |    1.5497e-03    |    7.2578e-04    |
  ForWD::norm       ||        16        |    1.0608e-02    |    6.6302e-04    |    3.8238e-05    |
  ForWD::runBraid   ||        1         |    2.1268e+00    |    2.1268e+00    |    0.0000e+00    |
  ForWD::step       ||       140        |    9.8630e-01    |    7.0450e-03    |    1.8442e-03    |
  ForWD::sum        ||       148        |    1.1343e-01    |    7.6645e-04    |    3.6298e-04    |

   *** Proc = 15       ***
        timer       ||      count       |      total       |       mean       |      stdev       |
======================================================
  BckWD::access     ||        32        |    1.6196e-04    |    5.0612e-06    |    4.6161e-06    |
  BckWD::bufpack    ||        11        |    8.6751e-03    |    7.8864e-04    |    4.8009e-04    |
  BckWD::bufsize    ||        11        |    2.0014e-04    |    1.8195e-05    |    1.0150e-05    |
  BckWD::clone      ||       108        |    7.5648e-02    |    7.0045e-04    |    2.8446e-04    |
  BckWD::free       ||       108        |    4.1783e-03    |    3.8688e-05    |    1.2135e-04    |
  BckWD::init       ||        8         |    6.9256e-03    |    8.6570e-04    |    3.9395e-04    |
  BckWD::norm       ||        14        |    1.0515e-02    |    7.5105e-04    |    1.1494e-04    |
  BckWD::step       ||       137        |    2.1243e+00    |    1.5506e-02    |    4.0113e-03    |
  BckWD::sum        ||       122        |    8.8992e-02    |    7.2944e-04    |    3.3570e-04    |
  ForWD::access     ||        32        |    3.9840e-04    |    1.2450e-05    |    5.7647e-05    |
  ForWD::bufsize    ||        13        |    2.4918e-04    |    1.9168e-05    |    5.4858e-06    |
  ForWD::bufunpack  ||        13        |    1.5894e-02    |    1.2226e-03    |    6.3137e-04    |
  ForWD::clone      ||       225        |    1.6891e-01    |    7.5069e-04    |    5.4269e-04    |
  ForWD::free       ||       214        |    1.1899e-02    |    5.5601e-05    |    2.5903e-04    |
  ForWD::getUVector ||       137        |    1.7584e-03    |    1.2835e-05    |    6.0318e-06    |
  ForWD::init       ||        8         |    9.9386e-03    |    1.2423e-03    |    5.7562e-05    |
  ForWD::norm       ||        16        |    1.0826e-02    |    6.7665e-04    |    7.1774e-05    |
  ForWD::runBraid   ||        1         |    2.1262e+00    |    2.1262e+00    |    0.0000e+00    |
  ForWD::step       ||       140        |    9.8874e-01    |    7.0624e-03    |    2.0592e-03    |
  ForWD::sum        ||       148        |    1.0617e-01    |    7.1733e-04    |    3.1691e-04    |

  Braid: Max. iterations reached.

  Braid: Max. iterations reached.

TIME FORWARD:  2.13e+00
TIME BACKWARD: 4.00e+00
