Using ParallelNet
  Braid: Max. iterations reached.

  Braid: Max. iterations reached.

TIME FORWARD:  2.16e+00
TIME BACKWARD: 4.69e+00

   *** Proc = 0        ***
        timer       ||      count       |      total       |       mean       |      stdev       |
  BckWD::access     ||        32        |    1.4381e-04    |    4.4942e-06    |    1.0489e-06    |
  BckWD::bufpack    ||        11        |    9.6469e-03    |    8.7699e-04    |    5.9493e-04    |
  BckWD::bufsize    ||        22        |    2.5805e-04    |    1.1729e-05    |    5.6097e-06    |
  BckWD::bufunpack  ||        11        |    1.4131e-02    |    1.2846e-03    |    5.4402e-04    |
  BckWD::clone      ||       116        |    8.5957e-02    |    7.4101e-04    |    3.2514e-04    |
  BckWD::free       ||       127        |    3.5762e-02    |    2.8159e-04    |    4.7730e-04    |
  BckWD::init       ||        8         |    9.7316e-03    |    1.2165e-03    |    1.7250e-04    |
  BckWD::norm       ||        16        |    1.2728e-02    |    7.9550e-04    |    9.2332e-05    |
  BckWD::step       ||       148        |    2.5964e+00    |    1.7543e-02    |    4.0460e-03    |
  BckWD::sum        ||       148        |    1.0918e-01    |    7.3769e-04    |    3.3585e-04    |
  ForWD::access     ||        32        |    8.6783e-05    |    2.7120e-06    |    2.2726e-06    |
  ForWD::bufpack    ||        13        |    1.5168e-02    |    1.1668e-03    |    4.0417e-04    |
  ForWD::bufsize    ||        26        |    3.3909e-04    |    1.3042e-05    |    8.9929e-06    |
  ForWD::bufunpack  ||        13        |    1.5338e-02    |    1.1799e-03    |    5.4760e-04    |
  ForWD::clone      ||       225        |    1.6707e-01    |    7.4254e-04    |    4.9063e-04    |
  ForWD::free       ||       214        |    1.5772e-02    |    7.3703e-05    |    2.8156e-04    |
  ForWD::getUVector ||       148        |    2.0720e-03    |    1.4000e-05    |    6.3074e-06    |
  ForWD::init       ||        8         |    1.0274e-02    |    1.2842e-03    |    5.4823e-05    |
  ForWD::norm       ||        16        |    1.0950e-02    |    6.8437e-04    |    5.6134e-05    |
  ForWD::runBraid   ||        1         |    2.1470e+00    |    2.1470e+00    |    0.0000e+00    |
  ForWD::step       ||       140        |    9.9972e-01    |    7.1408e-03    |    1.8232e-03    |
  ForWD::sum        ||       148        |    1.1626e-01    |    7.8552e-04    |    3.3155e-04    |

   *** Proc = 14       ***
        timer       ||      count       |      total       |       mean       |      stdev       |
======================================================
  BckWD::access     ||        32        |    1.3527e-04    |    4.2273e-06    |    1.4174e-06    |
  BckWD::bufpack    ||        11        |    8.2748e-03    |    7.5226e-04    |    4.7941e-04    |
  BckWD::bufsize    ||        22        |    2.6589e-04    |    1.2086e-05    |    6.2410e-06    |
  BckWD::bufunpack  ||        11        |    1.3512e-02    |    1.2283e-03    |    3.5120e-04    |
  BckWD::clone      ||       116        |    9.4195e-02    |    8.1203e-04    |    4.1020e-04    |
  BckWD::free       ||       127        |    4.3804e-02    |    3.4491e-04    |    6.0144e-04    |
  BckWD::init       ||        8         |    9.1152e-03    |    1.1394e-03    |    1.4889e-04    |
  BckWD::norm       ||        16        |    1.2141e-02    |    7.5884e-04    |    1.0896e-04    |
  BckWD::step       ||       148        |    2.5775e+00    |    1.7416e-02    |    4.9367e-03    |
  BckWD::sum        ||       148        |    1.1148e-01    |    7.5321e-04    |    3.6547e-04    |
  ForWD::access     ||        32        |    6.8715e-05    |    2.1473e-06    |    2.0165e-06    |
  ForWD::bufpack    ||        13        |    1.5163e-02    |    1.1664e-03    |    5.4940e-04    |
  ForWD::bufsize    ||        26        |    3.1160e-04    |    1.1984e-05    |    8.8360e-06    |
  ForWD::bufunpack  ||        13        |    1.4442e-02    |    1.1109e-03    |    5.2329e-04    |
  ForWD::clone      ||       225        |    1.6572e-01    |    7.3654e-04    |    4.5774e-04    |
  ForWD::free       ||       214        |    1.4820e-02    |    6.9254e-05    |    2.6611e-04    |
  ForWD::getUVector ||       148        |    1.8266e-03    |    1.2342e-05    |    4.4028e-06    |
  ForWD::init       ||        8         |    1.4025e-02    |    1.7531e-03    |    9.8176e-04    |
  ForWD::norm       ||        16        |    1.0985e-02    |    6.8656e-04    |    7.4599e-05    |
  ForWD::runBraid   ||        1         |    2.1072e+00    |    2.1072e+00    |    0.0000e+00    |
  ForWD::step       ||       140        |    9.6461e-01    |    6.8901e-03    |    1.9459e-03    |
  ForWD::sum        ||       148        |    1.1177e-01    |    7.5522e-04    |    3.2298e-04    |

   *** Proc = 15       ***
        timer       ||      count       |      total       |       mean       |      stdev       |
======================================================
  BckWD::access     ||        32        |    1.6391e-04    |    5.1223e-06    |    2.0979e-06    |
  BckWD::bufpack    ||        11        |    9.7442e-03    |    8.8583e-04    |    4.8216e-04    |
  BckWD::bufsize    ||        11        |    2.0128e-04    |    1.8298e-05    |    8.9208e-06    |
  BckWD::clone      ||       108        |    7.6537e-02    |    7.0868e-04    |    2.9988e-04    |
  BckWD::free       ||       108        |    1.6364e-03    |    1.5151e-05    |    5.7988e-05    |
  BckWD::init       ||        8         |    7.9491e-03    |    9.9364e-04    |    4.0437e-04    |
  BckWD::norm       ||        14        |    1.0761e-02    |    7.6861e-04    |    9.5657e-05    |
  BckWD::step       ||       137        |    2.0570e+00    |    1.5015e-02    |    3.9373e-03    |
  BckWD::sum        ||       122        |    9.1594e-02    |    7.5077e-04    |    3.2290e-04    |
  ForWD::access     ||        32        |    4.0138e-04    |    1.2543e-05    |    5.8425e-05    |
  ForWD::bufsize    ||        13        |    2.7458e-04    |    2.1122e-05    |    6.9605e-06    |
  ForWD::bufunpack  ||        13        |    1.8973e-02    |    1.4595e-03    |    7.2365e-04    |
  ForWD::clone      ||       225        |    1.6090e-01    |    7.1512e-04    |    4.4405e-04    |
  ForWD::free       ||       214        |    1.4684e-02    |    6.8619e-05    |    2.2296e-04    |
  ForWD::getUVector ||       137        |    1.7974e-03    |    1.3120e-05    |    4.7201e-06    |
  ForWD::init       ||        8         |    1.1765e-02    |    1.4706e-03    |    1.8145e-04    |
  ForWD::norm       ||        16        |    1.0564e-02    |    6.6025e-04    |    3.9499e-05    |
  ForWD::runBraid   ||        1         |    2.1469e+00    |    2.1469e+00    |    0.0000e+00    |
  ForWD::step       ||       140        |    9.7362e-01    |    6.9545e-03    |    1.9462e-03    |
  ForWD::sum        ||       148        |    1.0135e-01    |    6.8482e-04    |    2.4836e-04    |

  Braid: Max. iterations reached.

  Braid: Max. iterations reached.

TIME FORWARD:  2.12e+00
TIME BACKWARD: 4.04e+00
