Using ParallelNet
  Braid: Max. iterations reached.

  Braid: Max. iterations reached.

TIME FORWARD:  2.16e+00
TIME BACKWARD: 4.72e+00

   *** Proc = 0        ***
        timer       ||      count       |      total       |       mean       |      stdev       |
  BckWD::access     ||        32        |    1.3915e-04    |    4.3486e-06    |    9.7633e-07    |
  BckWD::bufpack    ||        11        |    8.1423e-03    |    7.4021e-04    |    3.8479e-04    |
  BckWD::bufsize    ||        22        |    2.6283e-04    |    1.1947e-05    |    6.0064e-06    |
  BckWD::bufunpack  ||        11        |    1.2252e-02    |    1.1138e-03    |    3.5657e-04    |
  BckWD::clone      ||       116        |    8.6504e-02    |    7.4572e-04    |    3.4633e-04    |
  BckWD::free       ||       127        |    3.7273e-02    |    2.9349e-04    |    5.0438e-04    |
  BckWD::init       ||        8         |    8.3686e-03    |    1.0461e-03    |    2.5706e-04    |
  BckWD::norm       ||        16        |    1.2265e-02    |    7.6656e-04    |    1.0215e-04    |
  BckWD::step       ||       148        |    2.5996e+00    |    1.7565e-02    |    3.8304e-03    |
  BckWD::sum        ||       148        |    1.0405e-01    |    7.0302e-04    |    2.9385e-04    |
  ForWD::access     ||        32        |    7.3861e-05    |    2.3082e-06    |    1.5609e-06    |
  ForWD::bufpack    ||        13        |    1.5138e-02    |    1.1644e-03    |    4.6606e-04    |
  ForWD::bufsize    ||        26        |    3.3647e-04    |    1.2941e-05    |    8.5411e-06    |
  ForWD::bufunpack  ||        13        |    1.6182e-02    |    1.2448e-03    |    4.6206e-04    |
  ForWD::clone      ||       225        |    1.6540e-01    |    7.3513e-04    |    3.7706e-04    |
  ForWD::free       ||       214        |    1.5995e-02    |    7.4744e-05    |    2.7639e-04    |
  ForWD::getUVector ||       148        |    1.8311e-03    |    1.2372e-05    |    3.8693e-06    |
  ForWD::init       ||        8         |    1.0634e-02    |    1.3293e-03    |    1.2753e-04    |
  ForWD::norm       ||        16        |    1.0396e-02    |    6.4976e-04    |    2.7595e-05    |
  ForWD::runBraid   ||        1         |    2.1501e+00    |    2.1501e+00    |    0.0000e+00    |
  ForWD::step       ||       140        |    9.8616e-01    |    7.0440e-03    |    1.6879e-03    |
  ForWD::sum        ||       148        |    1.1078e-01    |    7.4850e-04    |    2.8377e-04    |

   *** Proc = 14       ***
        timer       ||      count       |      total       |       mean       |      stdev       |
======================================================
  BckWD::access     ||        32        |    1.2786e-04    |    3.9955e-06    |    8.3793e-07    |
  BckWD::bufpack    ||        11        |    8.0264e-03    |    7.2968e-04    |    4.6469e-04    |
  BckWD::bufsize    ||        22        |    2.2561e-04    |    1.0255e-05    |    4.8116e-06    |
  BckWD::bufunpack  ||        11        |    1.3514e-02    |    1.2286e-03    |    3.7683e-04    |
  BckWD::clone      ||       116        |    9.5250e-02    |    8.2112e-04    |    4.5317e-04    |
  BckWD::free       ||       127        |    4.0810e-02    |    3.2134e-04    |    5.5638e-04    |
  BckWD::init       ||        8         |    8.7202e-03    |    1.0900e-03    |    2.2040e-04    |
  BckWD::norm       ||        16        |    1.2375e-02    |    7.7346e-04    |    1.1917e-04    |
  BckWD::step       ||       148        |    2.5555e+00    |    1.7267e-02    |    4.9706e-03    |
  BckWD::sum        ||       148        |    1.0918e-01    |    7.3771e-04    |    3.6467e-04    |
  ForWD::access     ||        32        |    7.1190e-05    |    2.2247e-06    |    1.4457e-06    |
  ForWD::bufpack    ||        13        |    1.4954e-02    |    1.1503e-03    |    4.2572e-04    |
  ForWD::bufsize    ||        26        |    4.2828e-04    |    1.6472e-05    |    2.2288e-05    |
  ForWD::bufunpack  ||        13        |    1.5608e-02    |    1.2006e-03    |    6.2792e-04    |
  ForWD::clone      ||       225        |    1.6087e-01    |    7.1496e-04    |    4.0890e-04    |
  ForWD::free       ||       214        |    1.5995e-02    |    7.4743e-05    |    2.7994e-04    |
  ForWD::getUVector ||       148        |    1.8614e-03    |    1.2577e-05    |    8.5998e-06    |
  ForWD::init       ||        8         |    1.0894e-02    |    1.3618e-03    |    1.6023e-04    |
  ForWD::norm       ||        16        |    1.0906e-02    |    6.8163e-04    |    6.2832e-05    |
  ForWD::runBraid   ||        1         |    2.1480e+00    |    2.1480e+00    |    0.0000e+00    |
  ForWD::step       ||       140        |    9.9456e-01    |    7.1040e-03    |    1.9932e-03    |
  ForWD::sum        ||       148        |    1.1851e-01    |    8.0074e-04    |    3.8818e-04    |

   *** Proc = 15       ***
        timer       ||      count       |      total       |       mean       |      stdev       |
======================================================
  BckWD::access     ||        32        |    1.4814e-04    |    4.6293e-06    |    9.7617e-07    |
  BckWD::bufpack    ||        11        |    1.0026e-02    |    9.1148e-04    |    5.9247e-04    |
  BckWD::bufsize    ||        11        |    1.7672e-04    |    1.6065e-05    |    6.9234e-06    |
  BckWD::clone      ||       108        |    8.0325e-02    |    7.4375e-04    |    3.0325e-04    |
  BckWD::free       ||       108        |    1.1703e-02    |    1.0836e-04    |    2.4629e-04    |
  BckWD::init       ||        8         |    6.6879e-03    |    8.3599e-04    |    3.8464e-04    |
  BckWD::norm       ||        14        |    1.1518e-02    |    8.2269e-04    |    1.4818e-04    |
  BckWD::step       ||       137        |    2.1181e+00    |    1.5461e-02    |    3.6367e-03    |
  BckWD::sum        ||       122        |    8.8317e-02    |    7.2391e-04    |    3.0239e-04    |
  ForWD::access     ||        32        |    3.9528e-04    |    1.2353e-05    |    5.7630e-05    |
  ForWD::bufsize    ||        13        |    2.2134e-04    |    1.7026e-05    |    4.4141e-06    |
  ForWD::bufunpack  ||        13        |    1.5728e-02    |    1.2098e-03    |    4.8209e-04    |
  ForWD::clone      ||       225        |    1.4205e-01    |    6.3133e-04    |    3.7749e-04    |
  ForWD::free       ||       214        |    1.4047e-02    |    6.5640e-05    |    2.1128e-04    |
  ForWD::getUVector ||       137        |    1.8345e-03    |    1.3391e-05    |    4.9214e-06    |
  ForWD::init       ||        8         |    1.0636e-02    |    1.3295e-03    |    1.4159e-04    |
  ForWD::norm       ||        16        |    1.0489e-02    |    6.5557e-04    |    4.7038e-05    |
  ForWD::runBraid   ||        1         |    2.1500e+00    |    2.1500e+00    |    0.0000e+00    |
  ForWD::step       ||       140        |    9.6521e-01    |    6.8943e-03    |    1.8650e-03    |
  ForWD::sum        ||       148        |    1.0299e-01    |    6.9585e-04    |    2.5199e-04    |

  Braid: Max. iterations reached.

  Braid: Max. iterations reached.

TIME FORWARD:  2.12e+00
TIME BACKWARD: 3.95e+00
